ticker,signal_date,system,pattern_family,A_sobreventa_estructural,B_rebote_suave,D_pullback_controlado,E_microcorreccion_compresion,rsi14,atr14,dist_ema20_atr,dist_bb_lo_atr,body_atr_ratio,wick_low_atr_ratio,bb_width,dist_ema20_pct,dist_ema50_pct,roc10,vol_zscore10,trend_regime,is_trend_up,is_trend_down,is_trend_range,is_supersignal_v40,supersignal_tipo_v40,is_e_prime_v40,is_change_candidate
PHM.MC,2025-12-01,v40,B_D,False,True,True,False,40.41026264902021,2.3249649961944425,-1.2127217349154813,1.2676447311496604,-0.4516177336355336,0.1720462572699538,4.053591037650087,-3.711402874196745,-6.362625788642184,-3.304692596925829,-0.2886027253226416,DOWN,False,True,False,False,,False,False
RAM.LS,2025-12-01,v40,E,False,False,False,True,50.92933328059591,0.1304731893750108,0.261360564412714,1.5323827180431633,-0.4598641534475484,0.1532880511491827,2.359640400800082,0.4555303836780489,-0.2766245070703332,-0.5291000285156167,-1.0284132304184337,RANGE,False,False,True,False,,False,False
SAF.PA,2025-12-01,v40,B_D,False,True,True,False,37.10833856087334,5.608002793687762,-1.7029097784093858,0.9433396387183676,-0.3922932584715138,0.8380902042918872,6.4301833479389,-3.2301454731637147,-3.608105415532714,-6.47269963649264,0.2369367039358764,DOWN,False,True,False,False,,False,False
SEM.LS,2025-12-01,v40,B_D,False,True,True,False,35.301649324384854,0.3189691174598502,-1.3795474438034805,1.6956432482389987,-0.4389120513087282,0.0627034301093095,6.858703661273389,-2.567282164920348,-4.675770575092386,-4.78905421176049,-0.571264262824108,DOWN,False,True,False,False,,False,False
SHL.DE,2025-12-01,v40,D,False,False,True,False,37.71861494953817,0.8444078119769833,-1.1309660229153886,3.384001446505553,-0.4144898580481475,0.1657959432192623,8.479260977468057,-2.193125771638693,-5.721257536985258,1.9387300070778928,-0.5925115445341311,RANGE,False,False,True,False,,False,False
SMCI,2025-12-01,v40,D,False,False,True,False,33.99189435345308,2.309251203733011,-1.6437442613002955,2.795301242778228,0.0173220286570297,0.3464323135427238,8.746603670193949,-10.20221726441638,-21.13048404433013,-8.264685537792737,-0.7043924927953729,DOWN,False,True,False,False,,False,False
SOP.PA,2025-12-01,v40,E,False,False,False,True,42.68862698475614,2.9401484748223408,-0.2923413170764095,1.3814567942001186,0.0680227376116685,0.6122150181094437,2.259536247920008,-0.6528406094047257,-6.260169702989527,0.3837298451953241,-0.0668229600576752,RANGE,False,False,True,False,,False,False
TEF.MC,2025-12-01,v40,B_D_E,False,True,True,True,35.279343965718255,0.0874126814606907,-1.464215031697359,1.0466568367829487,-0.766478171615094,0.1029606092858806,2.3541453078361925,-3.3717404496092063,-9.30648223583239,-1.662199354492888,-0.1414168099524181,DOWN,False,True,False,False,,False,False
TIT.MI,2025-12-01,v40,E,False,False,False,True,45.767791329296536,0.0134238943984002,-0.6543587320579015,0.5859499870151562,-0.3352232619966289,0.2309320738410437,2.415950919002994,-1.7890688527542389,0.0070458118421656,-3.905939404478565,-0.8380608018082594,RANGE,False,False,True,False,,False,False
TTD,2025-12-01,v40,B_D,False,True,True,False,32.25639834476152,1.7931941122826376,-1.4607936942747146,2.0692669656881995,0.3373886590356159,0.2202754516986396,7.076306781887211,-6.207389582210809,-15.627745989318733,-5.604575380437127,-0.4370900206704511,DOWN,False,True,False,False,,False,False
VIS.MC,2025-12-01,v40,E,False,False,False,True,48.43012445055199,0.9156126731609456,0.1240204153837113,1.5855559647827142,-0.3276486290047377,0.2184338080959449,2.4939662912123213,0.2131023379180696,-2.3314230441712547,1.136367987666964,-0.8816313148839336,RANGE,False,False,True,False,,False,False
VIV.PA,2025-12-01,v40,A,True,False,False,False,25.666259865382216,0.1166166614224876,-2.140338585288067,1.4497836894026574,1.166215485365991,0.08575095823596,8.219560262463983,-9.259504769474416,-14.564750809255733,-16.23287550435326,-0.3412045518877277,DOWN,False,True,False,False,,False,True
WDP.BR,2025-12-01,v40,E,False,False,False,True,46.95677892807847,0.3639147556988175,-0.4168465140757348,0.6144270274478181,-0.824366784700623,0.0,2.1136738447467067,-0.6841902852849024,0.1221522527980134,-1.871658049457281,1.3481065315670533,RANGE,False,False,True,False,,False,False
WLN.PA,2025-12-01,v40,A_B_D,True,True,True,False,26.94890526344924,0.1250691782356615,-2.0126217483180016,1.1386597078120508,0.1199335112494426,0.0639647299623983,6.092408516531669,-14.167532526756544,-29.4832194021212,-13.352273612414024,-1.6548290228973164,DOWN,False,True,False,False,,False,True
ADEN.SW,2025-12-02,v40,B_D,False,True,True,False,41.49183087135582,0.8627256566299831,-1.2239180286352738,0.930283481881832,-0.2086414189638295,0.0463657423654201,5.646243162961224,-4.513206290347782,-5.106830346014979,-6.527194522350033,-0.6035921368335767,DOWN,False,True,False,False,,False,False
AI.PA,2025-12-02,v40,B_D,False,True,True,False,36.48423957995657,2.197725408319432,-1.2467448653439244,1.1318714808721209,-0.5096155838885914,0.0,5.226807655279464,-1.6405237942938578,-3.235197867557172,-1.000363768643142,-0.6322929802415209,DOWN,False,True,False,False,,False,False
AIR.PA,2025-12-02,v40,A_B,True,True,False,False,29.020218045321613,4.976572196754681,-2.4947532622053985,-0.6343473665482501,-0.3014122855442907,0.4541267397486356,4.560217023076184,-6.118473331356144,-5.584131610927012,-6.686257313044896,0.7584519734691803,DOWN,False,True,False,False,,False,True
ALTR.LS,2025-12-02,v40,B_D,False,True,True,False,31.03231582824705,0.0862969674699234,-1.7833593321116274,2.1159153431258746,-0.6373321097035279,0.0,8.3687069239876,-3.321145285369531,-6.240431838295601,-1.646538135929898,-1.1097015701921449,DOWN,False,True,False,False,,False,False
AMP.MI,2025-12-02,v40,B_D,False,True,True,False,37.76494486618835,0.3340271866807456,-1.2890557259809794,1.8182087633743853,-0.4191285886455832,0.2095628667828245,6.1451973878834005,-3.1612433663806727,-7.83553252053747,0.3041822282387141,-1.4873580202980112,RANGE,False,False,True,False,,False,False
ANA.MC,2025-12-02,v40,B_D,False,True,True,False,39.34387739542356,5.292188918224336,-1.218655158337749,2.472744329383349,0.4535002798196973,0.0755819383368844,8.777550021116122,-3.60804282311995,-4.456504327607491,-4.17130137525138,-0.4499151247665363,DOWN,False,True,False,False,,False,False
CLNX.MC,2025-12-02,v40,A,True,False,False,False,30.5700286675811,0.560181628507501,-2.0025987864014194,0.6033582863648467,-1.1246371463372589,0.1606590446013756,4.741287737317919,-4.301153560901483,-8.776394324424608,-1.265829088137238,-0.2868530987006422,DOWN,False,True,False,False,,False,False
COR.LS,2025-12-02,v40,B_D,False,True,True,False,38.37200020952235,0.1159593214234867,-1.251860138241268,1.2027275166954854,-0.6036573340109321,0.0,3.233328301072296,-2.1682042372038746,-5.463142708724722,1.5503935570057026,0.0389592980004449,RANGE,False,False,True,False,,False,False
DSY.PA,2025-12-02,v40,B_D,False,True,True,False,35.135949939469086,0.5322656254814186,-1.3457925368598358,0.673776055945588,-0.7139276755340033,0.0375760838314112,2.5236563015748894,-2.967805906849041,-7.908779208213446,1.0353743225127277,0.343102615106593,RANGE,False,False,True,False,,False,False
EDEN.PA,2025-12-02,v40,B_D,False,True,True,False,34.46791954642339,0.771842720230183,-1.6504319924954294,2.048182284822996,-0.7773609386259351,0.0323895242839297,7.091795320586919,-6.508031949064874,-12.938710872935932,-0.7861233947559221,-0.2775945338762192,DOWN,False,True,False,False,,False,False
ELIOR.PA,2025-12-02,v40,B,False,True,False,False,41.03087239430387,0.1083928394145701,-0.9112156732625996,0.258524226841832,-0.5166392409351958,0.0184500660034803,2.325287556619798,-3.673400279502293,-4.241231553070557,-2.7047343464361773,-0.387038091578198,DOWN,False,True,False,False,,False,False
EXO.AS,2025-12-02,v40,B,False,True,False,False,36.44403845666969,1.3005918542886894,-1.3342857050568002,1.5840463623154948,-0.999541414992381,0.0,5.80534971904414,-2.372807157202672,-6.234924823745535,-0.3489183456747091,-0.4009520846156948,DOWN,False,True,False,False,,False,False
FI,2025-12-02,v40,B_D_E,False,True,True,True,26.45387514565671,2.9388566018679376,-1.6284225917436532,1.288166073580729,0.1293023510822901,0.3879057552259793,2.0598032951855827,-7.035135738724851,-28.840056305824856,0.8612454688302407,-0.4128231910408435,RANGE,False,False,True,False,,False,False
FME.DE,2025-12-02,v40,B,False,True,False,False,40.49490539713728,0.7421846386971962,-0.893266438905697,1.9843097816144128,0.3233719292386421,0.1347353056196736,4.18015358186591,-1.5950944476431528,-4.588384532224243,3.1786129052249867,0.1098557115854084,RANGE,False,False,True,False,,False,False
FRE.DE,2025-12-02,v40,B_D,False,True,True,False,42.03658763897027,0.7766914556566821,-1.0382702349301216,1.189018881797757,0.7982564084737677,0.0901303973561771,4.907998164727531,-1.6917899097628195,-1.572032266826262,-1.4303750359282883,0.8265724374811382,DOWN,False,True,False,False,,False,False
GLINT.LS,2025-12-02,v40,A,True,False,False,False,26.547577708238435,0.0491605394785715,-3.3875598775226394,-0.9541564091966191,-1.4239073288160224,1.4239049039181102,5.841805918320083,-10.63074563400006,-10.248248723804288,-13.04348051435328,2.031232257240541,DOWN,False,True,False,False,,False,True
HO.PA,2025-12-02,v40,B_D,False,True,True,False,32.99712616960511,6.302859064479849,-1.7659971350683048,0.5960396063061669,0.6504969891889766,0.1745249405487705,5.04588767448442,-4.786819576777901,-7.797369509463625,-7.286435901553201,0.043856168587355,DOWN,False,True,False,False,,False,False
IBS.LS,2025-12-02,v40,B_D,False,True,True,False,37.50539382566452,0.184962337358079,-1.396717435926005,0.0088011734668328,-0.8650453025832658,0.0,3.445331403854288,-2.5331586231431613,-1.9484878710780973,-4.880385054453895,0.191108700758553,DOWN,False,True,False,False,,False,False
IMCD.AS,2025-12-02,v40,B_D,False,True,True,False,31.82464635462682,2.102423144131397,-1.9465862245492545,1.648506860618623,-0.2948991254746587,0.1807425182122232,6.639822046349599,-5.118721047955832,-10.885527133817552,1.6617499572878724,-0.8689231642106031,RANGE,False,False,True,False,,False,False
JMT.LS,2025-12-02,v40,B_D,False,True,True,False,38.83939344900445,0.4138285845633566,-1.6738629308866566,0.2446386523462786,-0.338307459222011,0.2416468682926774,5.2980329303034015,-3.271630889947974,-3.3997542859494745,-3.849763963359565,-0.2582609213398595,DOWN,False,True,False,False,,False,False
KER.PA,2025-12-02,v40,B,False,True,False,False,43.977746579610624,9.068810633153428,-0.8029911279846941,1.1299346974626283,-0.5182611477021162,0.0,4.178533677995358,-2.4130565340210297,-0.1129144995027142,-4.938666364052069,-0.9609133685885356,DOWN,False,True,False,False,,False,False
LDO.MI,2025-12-02,v40,B_D,False,True,True,False,39.3771792587133,1.7762713628498312,-1.102827824798231,1.1498632629997303,0.2026720792109086,0.433490433483668,5.056626249678079,-4.087991674542768,-6.814876914687451,-8.373207288109953,0.0629693670800544,DOWN,False,True,False,False,,False,False
LI,2025-12-02,v40,B_D,False,True,True,False,30.821153363487056,0.6275885822415117,-1.5893635434126614,1.4881936097097836,0.3186813281801992,0.2151094406460768,5.98950674715648,-5.223029963178072,-13.680590989247566,-3.876789937302605,-0.2777935765061317,DOWN,False,True,False,False,,False,False
LIN.DE,2025-12-02,v40,B_D,False,True,True,False,27.695082105784422,5.502867778116405,-1.7610147135305971,0.3109872380780319,0.1090351663366702,0.3270999532510799,3.85664984224662,-2.689670538887834,-6.137834585388635,-2.3398311689371565,-0.4891379451751995,DOWN,False,True,False,False,,False,False
LR.PA,2025-12-02,v40,B_D,False,True,True,False,37.488598440353584,2.925224071231824,-1.1901293450852912,2.1211146362884783,-0.1196510403964493,0.0341822856272531,5.642124276023615,-2.6387919937010063,-4.957549789103954,1.0621545950655342,-0.1902332610340775,RANGE,False,False,True,False,,False,False
MAP.MC,2025-12-02,v40,E,False,False,False,True,55.46431507593929,0.0748954183444043,0.6628263039195921,1.9595623830223228,0.2136348417192771,0.2937407448190222,2.4690987309201806,1.2409554110464516,2.191015542613539,1.8611699911846191,-0.4404379667085443,UP,True,False,False,False,,False,False
MCD,2025-12-02,v40,B,False,True,False,False,44.18844936780838,4.954097916874628,-0.9694899010581766,0.7877053913520182,-0.621704823752996,0.2280949835415004,3.303878322143702,-1.5720416135998283,-1.3083426110934937,-1.3709389174997422,0.9140763493014042,DOWN,False,True,False,False,,False,False
MTX.DE,2025-12-02,v40,A_B_D,True,True,True,False,29.315725575196083,7.13329116672379,-1.9537879156250024,0.3114257707595866,0.0560742421885585,0.3504693614165495,4.646237671485944,-3.919969023803816,-6.3281635337778415,-3.3116281046432494,-0.15545945847809,DOWN,False,True,False,False,,False,True
NEXI.MI,2025-12-02,v40,B,False,True,False,False,39.49427147380496,0.1164891935334253,-0.9753438297307846,1.6164525266374052,-0.6524208203283716,0.0600911489735166,3.84583681950594,-2.800782363746912,-9.434862863671643,1.702346741041949,-0.5145189309156761,RANGE,False,False,True,False,,False,False
ORCL,2025-12-02,v40,B_D,False,True,True,False,30.481652020369296,11.697759864967622,-1.6815949753917614,1.3532262966531683,-0.345364696554576,0.0940356201711652,6.002125456411439,-8.910093759699421,-17.23998071615551,-8.53270010677546,-0.5992804933536106,DOWN,False,True,False,False,,False,False
PDD,2025-12-02,v40,D,False,False,True,False,37.94769738981789,3.417422242784893,-1.1088896106598265,3.793519451395789,0.0848595505397714,0.6379078001784398,11.413020737482377,-3.0887261040809744,-5.563699059353877,-7.858022541716602,-0.8827211336356912,DOWN,False,True,False,False,,False,False
PG,2025-12-02,v40,B,False,True,False,False,41.83989925755044,2.447869534144852,-0.870687075832097,0.3911244046010942,0.232858539341182,1.1356809423538374,2.033949480429033,-1.4401711109936155,-2.6736693486923646,0.0274264738198137,1.9266166994209688,RANGE,False,False,True,False,,False,False
PGHN.SW,2025-12-02,v40,B,False,True,False,False,39.96382479492911,19.536435566027176,-0.8419237418862502,1.337777005744702,-0.4402050001407955,0.0,3.895840024356372,-1.7386206698261075,-5.003920473126799,1.484713491914591,-0.0928738520737326,RANGE,False,False,True,False,,False,False
PHM.MC,2025-12-02,v40,B_D,False,True,True,False,39.71693789470228,2.2446170036931545,-1.2574262431111611,1.234584415130636,-0.0668272251489242,0.1559279260315803,4.260122149177894,-3.729812823432066,-6.50025952879324,-3.381966843704365,-0.0080245019553894,DOWN,False,True,False,False,,False,False
PRY.MI,2025-12-02,v40,E,False,False,False,True,49.43754117266173,2.671774615130451,-0.0264882868960099,1.432131203624446,-0.1197704675431967,0.0898299923222917,2.4473099501015008,-0.0834257783275727,0.8293002063369803,4.590327219493373,-0.7732065464104861,RANGE,False,False,True,False,,False,False
RAM.LS,2025-12-02,v40,E,False,False,False,True,49.73257009627925,0.1240053218022773,0.1028789139472924,1.447297551936488,-0.3225664936929566,0.0,2.443002012702843,0.1703902723418249,-0.5228781445025255,0.5361925153952507,-1.1911867145931363,RANGE,False,False,True,False,,False,False
RED.MC,2025-12-02,v40,E,False,False,False,True,40.99861009206855,0.2139657624681165,-0.3993786438435098,1.435052214234816,-0.0467375189679054,0.0,2.150363573477374,-0.5557777990454094,-3.2069060552751494,1.4598558160844988,-0.8447550912771886,RANGE,False,False,True,False,,False,False
SAF.PA,2025-12-02,v40,B,False,True,False,False,42.71354685165306,5.75027500616045,-0.8575051425687832,1.741887767720666,0.573888780451624,0.0869523630546946,6.1497299979762685,-1.6707468942068648,-2.147261538123724,-3.0080212676503737,0.2090717673770031,DOWN,False,True,False,False,,False,False
SAP.DE,2025-12-02,v40,B,False,True,False,False,38.230245371280766,4.344819948054194,-0.949970673285486,2.108634855174851,0.0690484428226166,0.2531764530330554,5.801912684198089,-1.9471181404895896,-5.659189189546432,1.2174336136809183,-0.6010147856354299,RANGE,False,False,True,False,,False,False
SEM.LS,2025-12-02,v40,B_D,False,True,True,False,34.604830965032605,0.3104878603206737,-1.3988181762209209,1.764837548268502,-0.1932425502253614,0.257658781323786,6.943659784993581,-2.540704552326345,-4.718169809056095,-3.139540067293922,-0.5079772082861513,DOWN,False,True,False,False,,False,False
SHL.DE,2025-12-02,v40,B,False,True,False,False,38.532637095931065,0.8169383176494823,-0.9690613242255468,2.4647206649021687,0.2815384433161322,0.2815384433161149,5.696945394013169,-1.8215210846673324,-5.332659227482573,2.6461353913795005,-0.1191602983612152,RANGE,False,False,True,False,,False,False
SMCI,2025-12-02,v40,B_D,False,True,True,False,33.055734799746844,2.247160633124986,-1.7255765367450164,2.1369099959189803,-0.2981549132564005,0.0133496372509683,7.159685208966108,-10.53776016146788,-21.604307769898345,-3.460411606972058,-0.7480666997334097,DOWN,False,True,False,False,,False,False
SOP.PA,2025-12-02,v40,E,False,False,False,True,45.4941981625857,2.8509217543854715,-0.0188980243615668,1.7102030367898284,0.3156905845939073,0.2806120688956813,2.361096182527202,-0.0409230533757853,-5.49613210830584,2.892888611020128,-0.5840196082232589,RANGE,False,False,True,False,,False,False
SY1.DE,2025-12-02,v40,B,False,True,False,False,37.38091015456223,1.5080033055011497,-1.3686543293450475,0.5145868509926261,-0.9814273762796698,0.4641929995001494,3.283805610418349,-2.8848499157994367,-6.37542309285235,-0.7144898199700656,0.1878183525898767,DOWN,False,True,False,False,,False,False
TEF.MC,2025-12-02,v40,B_D_E,False,True,True,True,33.475368401509925,0.0852400245344212,-1.740649289022219,0.7000733172495837,-0.2229006093034341,0.0,2.3985040085379965,-3.924824078650724,-9.842143209534647,0.0,-0.3666557668507387,DOWN,False,True,False,False,,False,False
TEP.PA,2025-12-02,v40,B_D,False,True,True,False,40.71165261611667,1.987959623887674,-1.0732781832187563,0.5626678541898353,-0.8953917235568143,0.0,2.9120940692248305,-3.592361034429703,-7.573585002354166,1.5248169723181435,-0.2998704545680097,RANGE,False,False,True,False,,False,False
TIT.MI,2025-12-02,v40,E,False,False,False,True,49.448215974702336,0.0132791371023454,-0.1419947249375188,1.1111333462452728,0.4819604527845997,0.1280191672498551,2.433876033572347,-0.3841937341018897,1.3373063251036266,4.376602097513382,0.0778137760154266,RANGE,False,False,True,False,,False,False
TTD,2025-12-02,v40,B_D,False,True,True,False,34.47028813105497,1.745937562879624,-1.1657002450251002,2.14969868717773,0.022910851096742,0.0486839199063137,6.367626717070318,-4.847512638691032,-14.313352726519437,-0.6466011625292589,-0.8396616223268207,DOWN,False,True,False,False,,False,False
VIV.PA,2025-12-02,v40,A_B,True,True,False,False,22.762579634826707,0.1152142438549827,-2.5961505974132373,1.1760407040231933,-0.6943579285799818,0.1388719995859678,8.60044067411559,-11.227506778466644,-16.824221939515404,-18.27919951993341,0.0840672926393697,DOWN,False,True,False,False,,False,True
